route_id,stop_id,stop_name,next_stop
1,1,THIRUVOTRIYUR,THIRUVOTRIYUR TEMPLE
1,2,THIRUVOTRIYUR TEMPLE,THANGAL
1,3,THANGAL,ANNA NAGAR
1,4,ANNA NAGAR,ROYAPURAM P.S
1,5,ROYAPURAM P.S,CLIVE BATTERY
1,6,CLIVE BATTERY,PARRYS
1,7,PARRYS,M.G.R.CENTRAL
1,8,M.G.R.CENTRAL,P.OR & SONS
1,9,P.OR & SONS,WESLEY H.S
1,10,WESLEY H.S,Y.M.I.A
1,11,Y.M.I.A,MANDAVELI
1,12,MANDAVELI,A.M.S.HOSPITAL
1,13,A.M.S.HOSPITAL,ADYAR O.T.
1,14,ADYAR O.T.,ADYAR DEPOT
1,15,ADYAR DEPOT,THIRUVANMIYUR
1,16,THIRUVANMIYUR,1
101,1,THIRUVOTRIYUR,THRUVOTRIYUR TEMPLE
101,2,THRUVOTRIYUR TEMPLE,THANGAL
101,3,THANGAL,ANNA NAGAR
101,4,ANNA NAGAR,ROYAPURAM P.S
101,5,ROYAPURAM P.S,CLIVE BATTERY
101,6,CLIVE BATTERY,PARRYS
101,7,PARRYS,M.G.R.CENTRAL
101,8,M.G.R.CENTRAL,DASAPRAKASH
101,9,DASAPRAKASH,TAYLORS ROAD
101,10,TAYLORS ROAD,AMINJIKARAI
101,11,AMINJIKARAI,NADUVANKARAI
101,12,NADUVANKARAI,ARUMBAKKAM
101,13,ARUMBAKKAM,NERKUNDRAM
101,14,NERKUNDRAM,MADURAVOYAL
101,15,MADURAVOYAL,VAANAGARAM
101,16,VAANAGARAM,VELAPPANCHAVADI
101,17,VELAPPANCHAVADI,KUMUNANCHAVADI
101,18,KUMUNANCHAVADI,POONAMALLEE
101,19,POONAMALLEE,101
102,1,BROADWAY,SECRETARIAT
102,2,SECRETARIAT,CHEPAUK
102,3,CHEPAUK,Q.M.C
102,4,Q.M.C,FORESHORE ESTATE
102,5,FORESHORE ESTATE,A.M.S.HOSPITAL
102,6,A.M.S.HOSPITAL,ADYAR O.T.
102,7,ADYAR O.T.,INDIRA NAGAR WATER TANK
102,8,INDIRA NAGAR WATER TANK,SRP TOOLS
102,9,SRP TOOLS,KANDANCHAVADI
102,10,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
102,11,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI
102,12,MOOTAKARAN CHAVADI,KARAPAKKAM
102,13,KARAPAKKAM,SHOZHANGANALLUR P.U.OFFICE
102,14,SHOZHANGANALLUR P.U.OFFICE,KUMARAN NAGAR
102,15,KUMARAN NAGAR,SEMMANCHERI
102,16,SEMMANCHERI,NAVALUR
102,17,NAVALUR,CHURCH
102,18,CHURCH,PALAVASTHIC CHEMICALS
102,19,PALAVASTHIC CHEMICALS,HINDUSTAN ENG. COLLEGE
102,20,HINDUSTAN ENG. COLLEGE,KELAMBAKKAM
102,21,KELAMBAKKAM,102
102A,1,THIRUVANMIYUR,SRP TOOLS
102A,2,SRP TOOLS,KANDANCHAVADI
102A,3,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
102A,4,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI
102A,5,MOOTAKARAN CHAVADI,KARAPAKKAM
102A,6,KARAPAKKAM,SHOZHANGANALLUR P.U.OFFICE
102A,7,SHOZHANGANALLUR P.U.OFFICE,KUMARAN NAGAR
102A,8,KUMARAN NAGAR,SEMMANCHERI
102A,9,SEMMANCHERI,NAVALUR
102A,10,NAVALUR,SIPCOT
102A,11,SIPCOT,SIRUSERI I.T.PARK
102A,12,SIRUSERI I.T.PARK,PUDUPAKKAM P.U.O.
102A,13,PUDUPAKKAM P.U.O.,PUDUPAKKAM/VANDALOOR RD.J
102A,14,PUDUPAKKAM/VANDALOOR RD.J,102A
102C,1,BROADWAY,SECRETARIAT
102C,2,SECRETARIAT,CHEPAUK
102C,3,CHEPAUK,Q.M.C
102C,4,Q.M.C,FORESHORE ESTATE
102C,5,FORESHORE ESTATE,A.M.S.HOSPITAL
102C,6,A.M.S.HOSPITAL,ADYAR O.T.
102C,7,ADYAR O.T.,ADYAR DEPOT
102C,8,ADYAR DEPOT,SRP TOOLS
102C,9,SRP TOOLS,KANDANCHAVADI
102C,10,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
102C,11,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI
102C,12,MOOTAKARAN CHAVADI,KARAPAKKAM
102C,13,KARAPAKKAM,SHOZHANGANALLUR P.U.OFFICE
102C,14,SHOZHANGANALLUR P.U.OFFICE,KUMARAN NAGAR
102C,15,KUMARAN NAGAR,NUCLEUS COMPANY
102C,16,NUCLEUS COMPANY,SEMMANCHERI S.C.B.
102C,17,SEMMANCHERI S.C.B.,102C
102CT,1,THIRUVANMIYUR,SRP TOOLS
102CT,2,SRP TOOLS,KANDANCHAVADI
102CT,3,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
102CT,4,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI
102CT,5,MOOTAKARAN CHAVADI,KARAPAKKAM
102CT,6,KARAPAKKAM,SHOZHANGANALLUR P.U.OFFICE
102CT,7,SHOZHANGANALLUR P.U.OFFICE,KUMARAN NAGAR
102CT,8,KUMARAN NAGAR,SEMMANCHERI
102CT,9,SEMMANCHERI,NAVALUR
102CT,10,NAVALUR,SIPCOT
102CT,11,SIPCOT,SIRUSERI I.T.PARK
102CT,12,SIRUSERI I.T.PARK,102CT
102K,1,BROADWAY,SECRETARIAT
102K,2,SECRETARIAT,CHEPAUK
102K,3,CHEPAUK,Q.M.C
102K,4,Q.M.C,FORESHORE ESTATE
102K,5,FORESHORE ESTATE,A.M.S.HOSPITAL
102K,6,A.M.S.HOSPITAL,ADYAR O.T.
102K,7,ADYAR O.T.,INDIRA NAGAR
102K,8,INDIRA NAGAR,SRP TOOLS
102K,9,SRP TOOLS,KANDANCHAVADI
102K,10,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
102K,11,THORAPPAKKAM TEA SHOP,THORAPPAKKAM P.T.C COLONY
102K,12,THORAPPAKKAM P.T.C COLONY,KANNAGI NAGAR S.C.B.
102K,13,KANNAGI NAGAR S.C.B.,102K
102K#,1,BROADWAY,SECRETARIAT
102K#,2,SECRETARIAT,CHEPAUK
102K#,3,CHEPAUK,Q.M.C
102K#,4,Q.M.C,FORESHORE ESTATE
102K#,5,FORESHORE ESTATE,A.M.S.HOSPITAL
102K#,6,A.M.S.HOSPITAL,ADYAR O.T.
102K#,7,ADYAR O.T.,INDIRA NAGAR
102K#,8,INDIRA NAGAR,SRP TOOLS
102K#,9,SRP TOOLS,KANDANCHAVADI
102K#,10,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
102K#,11,THORAPPAKKAM TEA SHOP,THORAPPAKKAM P.T.C COLONY
102K#,12,THORAPPAKKAM P.T.C COLONY,KANNAGI NAGAR S.C.B.
102K#,13,KANNAGI NAGAR S.C.B.,102K#
102M,1,ADYAR B.S.,ADYAR DEPOT
102M,2,ADYAR DEPOT,SRP TOOLS
102M,3,SRP TOOLS,KANDANCHAVADI
102M,4,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
102M,5,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI
102M,6,MOOTAKARAN CHAVADI,KARAPAKKAM
102M,7,KARAPAKKAM,SHOZHANGANALLUR P.U.OFFICE
102M,8,SHOZHANGANALLUR P.U.OFFICE,KUMARAN NAGAR
102M,9,KUMARAN NAGAR,SEMMANCHERI
102M,10,SEMMANCHERI,NAVALUR
102M,11,NAVALUR,CHURCH
102M,12,CHURCH,PALAVASTHIC CHEMICALS
102M,13,PALAVASTHIC CHEMICALS,HINDUSTAN ENG. COLLEGE
102M,14,HINDUSTAN ENG. COLLEGE,KELAMBAKKAM
102M,15,KELAMBAKKAM,CHENGAMMAL RD. JN.
102M,16,CHENGAMMAL RD. JN.,KOMAN NAGAR RD JN.
102M,17,KOMAN NAGAR RD JN.,KALAVAKKAM TEA STALL
102M,18,KALAVAKKAM TEA STALL,THIRUPORUR
102M,19,THIRUPORUR,MANAMATHI ROAD JN
102M,20,MANAMATHI ROAD JN,CHIRUTHAVOOR JN.
102M,21,CHIRUTHAVOOR JN.,AMMUR COLONY
102M,22,AMMUR COLONY,KALAVAKKAM
102M,23,KALAVAKKAM,MANAMATHI SCHOOL
102M,24,MANAMATHI SCHOOL,MANAMATHI
102M,25,MANAMATHI,102M
102P,1,BROADWAY,SECRETARIAT
102P,2,SECRETARIAT,CHEPAUK
102P,3,CHEPAUK,Q.M.C
102P,4,Q.M.C,FORESHORE ESTATE
102P,5,FORESHORE ESTATE,A.M.S.HOSPITAL
102P,6,A.M.S.HOSPITAL,ADYAR O.T.
102P,7,ADYAR O.T.,ADYAR DEPOT
102P,8,ADYAR DEPOT,SRP TOOLS
102P,9,SRP TOOLS,KANDANCHAVADI
102P,10,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
102P,11,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI
102P,12,MOOTAKARAN CHAVADI,KARAPAKKAM
102P,13,KARAPAKKAM,SHOZHANGANALLUR P.U.OFFICE
102P,14,SHOZHANGANALLUR P.U.OFFICE,KUMARAN NAGAR
102P,15,KUMARAN NAGAR,NUCLEUS COMPANY
102P,16,NUCLEUS COMPANY,PERUMPAKKAM S.C.B.
102P,17,PERUMPAKKAM S.C.B.,102P
102S,1,BROADWAY,SECRETARIAT
102S,2,SECRETARIAT,CHEPAUK
102S,3,CHEPAUK,Q.M.C
102S,4,Q.M.C,FORESHORE ESTATE
102S,5,FORESHORE ESTATE,A.M.S.HOSPITAL
102S,6,A.M.S.HOSPITAL,ADYAR O.T.
102S,7,ADYAR O.T.,ADYAR DEPOT
102S,8,ADYAR DEPOT,SRP TOOLS
102S,9,SRP TOOLS,KANDANCHAVADI
102S,10,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
102S,11,THORAPPAKKAM TEA SHOP,OKK.THORAIPAKM SEC.COLONY
102S,12,OKK.THORAIPAKM SEC.COLONY,102S
102X,1,BROADWAY,SECRETARIAT
102X,2,SECRETARIAT,CHEPAUK
102X,3,CHEPAUK,Q.M.C
102X,4,Q.M.C,FORESHORE ESTATE
102X,5,FORESHORE ESTATE,A.M.S.HOSPITAL
102X,6,A.M.S.HOSPITAL,ADYAR O.T.
102X,7,ADYAR O.T.,INDIRA NAGAR WATER TANK
102X,8,INDIRA NAGAR WATER TANK,SRP TOOLS
102X,9,SRP TOOLS,KANDANCHAVADI
102X,10,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
102X,11,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI
102X,12,MOOTAKARAN CHAVADI,KARAPAKKAM
102X,13,KARAPAKKAM,SHOZHANGANALLUR P.U.OFFICE
102X,14,SHOZHANGANALLUR P.U.OFFICE,KUMARAN NAGAR
102X,15,KUMARAN NAGAR,SEMMANCHERI
102X,16,SEMMANCHERI,NAVALUR
102X,17,NAVALUR,CHURCH
102X,18,CHURCH,PALAVASTHIC CHEMICALS
102X,19,PALAVASTHIC CHEMICALS,HINDUSTAN ENG. COLLEGE
102X,20,HINDUSTAN ENG. COLLEGE,KELAMBAKKAM
102X,21,KELAMBAKKAM,CHENGAMMAL RD. JN.
102X,22,CHENGAMMAL RD. JN.,KOMAN NAGAR RD JN.
102X,23,KOMAN NAGAR RD JN.,KALAVAKKAM TEA STALL
102X,24,KALAVAKKAM TEA STALL,THIRUPORUR
102X,25,THIRUPORUR,102X
104,1,REDHILLS,AYURVEDHA ASHARAMAM
104,2,AYURVEDHA ASHARAMAM,KAVANGARAI
104,3,KAVANGARAI,SCREW FACTORY
104,4,SCREW FACTORY,SURAPEDU
104,5,SURAPEDU,KALLIKUPPAM
104,6,KALLIKUPPAM,PUDUR
104,7,PUDUR,AMBATTUR O.T.
104,8,AMBATTUR O.T.,DUNLOP
104,9,DUNLOP,AMBATTUR I.E.
104,10,AMBATTUR I.E.,NALAMBUR SERVICE RD
104,11,NALAMBUR SERVICE RD,MADURAVOYAL JN
104,12,MADURAVOYAL JN,TVS MCC MOTORS
104,13,TVS MCC MOTORS,TOLL PLAZA
104,14,TOLL PLAZA,PORUR JN
104,15,PORUR JN,MANGADU RD JN
104,16,MANGADU RD JN,KOVOOR RD JN
104,17,KOVOOR RD JN,PAMMAL ADAYAR BRIDGE
104,18,PAMMAL ADAYAR BRIDGE,THENDRAL NAGAR
104,19,THENDRAL NAGAR,THIRUNEERMALAI RD JN.
104,20,THIRUNEERMALAI RD JN.,PETROL BUNK
104,21,PETROL BUNK,MUDICHUR RD JN.
104,22,MUDICHUR RD JN.,IRUMBULIYUR
104,23,IRUMBULIYUR,TAMBARAM
104,24,TAMBARAM,104
104A,1,AVADI,POLYTECHNIC
104A,2,POLYTECHNIC,THIRUMULLAIVOYAL
104A,3,THIRUMULLAIVOYAL,AMBATTUR O.T.
104A,4,AMBATTUR O.T.,DUNLOP
104A,5,DUNLOP,AMBATTUR I.E.
104A,6,AMBATTUR I.E.,NOLAMBUR SERVICE RD
104A,7,NOLAMBUR SERVICE RD,MADURAVOYAL JN
104A,8,MADURAVOYAL JN,TVS MCC MOTORS
104A,9,TVS MCC MOTORS,TOLL PLAZA
104A,10,TOLL PLAZA,PORUR JN
104A,11,PORUR JN,MANGADU RD JN
104A,12,MANGADU RD JN,KOVOOR RD JN
104A,13,KOVOOR RD JN,PAMMAL ADAYAR BRIDGE
104A,14,PAMMAL ADAYAR BRIDGE,THENDRAL NAGAR
104A,15,THENDRAL NAGAR,THIRUNEERMALAI RD.JN.
104A,16,THIRUNEERMALAI RD.JN.,PETROL BUNK
104A,17,PETROL BUNK,MUDICHUR RD.JN.
104A,18,MUDICHUR RD.JN.,IRUMBULIYUR
104A,19,IRUMBULIYUR,PERUNGALATHUR
104A,20,PERUNGALATHUR,VANDALUR GATE
104A,21,VANDALUR GATE,VANDALUR ZOO
104A,22,VANDALUR ZOO,KILAMBAKKAM B.S.
104A,23,KILAMBAKKAM B.S.,104A
104C,1,M.G.R.KOYAMBEDU,KOYAMBEDU SCHOOL
104C,2,KOYAMBEDU SCHOOL,NERKUNDRAM
104C,3,NERKUNDRAM,MADURAVOYAL
104C,4,MADURAVOYAL,TVS MCC MOTORS
104C,5,TVS MCC MOTORS,TOLL PLAZA
104C,6,TOLL PLAZA,PORUR JN
104C,7,PORUR JN,MANGADU RD JN
104C,8,MANGADU RD JN,KOVOOR RD JN
104C,9,KOVOOR RD JN,PAMMAL ADAYAR BRIDGE
104C,10,PAMMAL ADAYAR BRIDGE,THENDRAL NAGAR
104C,11,THENDRAL NAGAR,THIRUNEERMALAI RD.JN.
104C,12,THIRUNEERMALAI RD.JN.,PETROL BUNK
104C,13,PETROL BUNK,MUDICHUR RD.JN.
104C,14,MUDICHUR RD.JN.,PERUNGALATHUR
104C,15,PERUNGALATHUR,VANDALUR GATE
104C,16,VANDALUR GATE,VANDALUR ZOO
104C,17,VANDALUR ZOO,KILAMBAKKAM B.S.
104C,18,KILAMBAKKAM B.S.,104C
104CX,1,M.G.R.KOYAMBEDU,KOYAMBEDU SCHOOL
104CX,2,KOYAMBEDU SCHOOL,NERKUNDRAM
104CX,3,NERKUNDRAM,MADURAVOYAL
104CX,4,MADURAVOYAL,TVS MCC MOTORS
104CX,5,TVS MCC MOTORS,TOLL PLAZA
104CX,6,TOLL PLAZA,PORUR JN
104CX,7,PORUR JN,MANGADU RD JN
104CX,8,MANGADU RD JN,KOVOOR RD JN
104CX,9,KOVOOR RD JN,PAMMAL ADAYAR BRIDGE
104CX,10,PAMMAL ADAYAR BRIDGE,THENDRAL NAGAR
104CX,11,THENDRAL NAGAR,THIRUNEERMALAI RD.JN.
104CX,12,THIRUNEERMALAI RD.JN.,PETROL BUNK
104CX,13,PETROL BUNK,MUDICHUR RD.JN.
104CX,14,MUDICHUR RD.JN.,PERUNGALATHUR
104CX,15,PERUNGALATHUR,VANDALUR GATE
104CX,16,VANDALUR GATE,VANDALUR ZOO
104CX,17,VANDALUR ZOO,URAPAKKAM
104CX,18,URAPAKKAM,PALAKKA COMPANY
104CX,19,PALAKKA COMPANY,GUDUVANCHERY
104CX,20,GUDUVANCHERY,104CX
104F,1,MADHAVARAM B.S.,MADHAVARAM POST BOX
104F,2,MADHAVARAM POST BOX,MOOLAKADAI
104F,3,MOOLAKADAI,KALPANA LAMPS/MADHAVARAM
104F,4,KALPANA LAMPS/MADHAVARAM,BUS BAY-17TH KM
104F,5,BUS BAY-17TH KM,MALLIGAI NAGAR AVE
104F,6,MALLIGAI NAGAR AVE,THATHANKUPPAM
104F,7,THATHANKUPPAM,LUCAS TVS
104F,8,LUCAS TVS,AMBATTUR I.E.
104F,9,AMBATTUR I.E.,NOLAMBUR SERVICE RD
104F,10,NOLAMBUR SERVICE RD,MADURAVOYAL JN
104F,11,MADURAVOYAL JN,TVS MCC MOTORS
104F,12,TVS MCC MOTORS,TOLL PLAZA
104F,13,TOLL PLAZA,PORUR JN
104F,14,PORUR JN,MANGADU RD JN
104F,15,MANGADU RD JN,KOVOOR RD JN
104F,16,KOVOOR RD JN,PAMMAL ADAYAR BRIDGE
104F,17,PAMMAL ADAYAR BRIDGE,THENDRAL NAGAR
104F,18,THENDRAL NAGAR,THIRUNEERMALAI RD.JN.
104F,19,THIRUNEERMALAI RD.JN.,PETROL BUNK
104F,20,PETROL BUNK,MUDICHUR RD.JN.
104F,21,MUDICHUR RD.JN.,PERUNGALATHUR
104F,22,PERUNGALATHUR,VANDALUR GATE
104F,23,VANDALUR GATE,VANDALUR ZOO
104F,24,VANDALUR ZOO,KILAMBAKKAM B.S.
104F,25,KILAMBAKKAM B.S.,104F
104G,1,M.K.B.NAGAR,VYASARPADI
104G,2,VYASARPADI,P1.POLICE STATION
104G,3,P1.POLICE STATION,DASAMAHAN
104G,4,DASAMAHAN,SAYANI/AYNAVARAM
104G,5,SAYANI/AYNAVARAM,KAMABAR ARANGAM
104G,6,KAMABAR ARANGAM,NATHAMUNI TALKIES
104G,7,NATHAMUNI TALKIES,LUCAS TVS
104G,8,LUCAS TVS,AMBATTUR I.E.
104G,9,AMBATTUR I.E.,NOLAMBUR SERVICE RD
104G,10,NOLAMBUR SERVICE RD,MADURAVOYAL JN
104G,11,MADURAVOYAL JN,TVS MCC MOTORS
104G,12,TVS MCC MOTORS,TOLL PLAZA
104G,13,TOLL PLAZA,PORUR JN
104G,14,PORUR JN,MANGADU RD JN
104G,15,MANGADU RD JN,KOVOOR RD JN
104G,16,KOVOOR RD JN,PAMMAL ADAYAR BRIDGE
104G,17,PAMMAL ADAYAR BRIDGE,THENDRAL NAGAR
104G,18,THENDRAL NAGAR,THIRUNEERMALAI RD.JN.
104G,19,THIRUNEERMALAI RD.JN.,PETROL BUNK
104G,20,PETROL BUNK,MUDICHUR RD.JN.
104G,21,MUDICHUR RD.JN.,PERUNGALATHUR
104G,22,PERUNGALATHUR,VANDALUR GATE
104G,23,VANDALUR GATE,VANDALUR ZOO
104G,24,VANDALUR ZOO,KILAMBAKKAM B.S.
104G,25,KILAMBAKKAM B.S.,104G
104H,1,K.KANNADASAN NAGAR,SIDCO
104H,2,SIDCO,KALPANA LAMPS/MADHAVARAM
104H,3,KALPANA LAMPS/MADHAVARAM,BUS BAY-17TH KM
104H,4,BUS BAY-17TH KM,MALLIGAI NAGAR AVE
104H,5,MALLIGAI NAGAR AVE,THATHANKUPPAM
104H,6,THATHANKUPPAM,LUCAS TVS
104H,7,LUCAS TVS,AMBATTUR I.E.
104H,8,AMBATTUR I.E.,NOLAMBUR SERVICE RD
104H,9,NOLAMBUR SERVICE RD,MADURAVOYAL JN
104H,10,MADURAVOYAL JN,TVS MCC MOTORS
104H,11,TVS MCC MOTORS,TOLL PLAZA
104H,12,TOLL PLAZA,PORUR JN
104H,13,PORUR JN,MANGADU RD JN
104H,14,MANGADU RD JN,KOVOOR RD JN
104H,15,KOVOOR RD JN,PAMMAL ADAYAR BRIDGE
104H,16,PAMMAL ADAYAR BRIDGE,THENDRAL NAGAR
104H,17,THENDRAL NAGAR,THIRUNEERMALAI RD.JN.
104H,18,THIRUNEERMALAI RD.JN.,PETROL BUNK
104H,19,PETROL BUNK,MUDICHUR RD.JN.
104H,20,MUDICHUR RD.JN.,PERUNGALATHUR
104H,21,PERUNGALATHUR,VANDALUR GATE
104H,22,VANDALUR GATE,VANDALUR ZOO
104H,23,VANDALUR ZOO,KILAMBAKKAM B.S.
104H,24,KILAMBAKKAM B.S.,104H
104K,1,REDHILLS,AYURVEDHA ASHARAMAM
104K,2,AYURVEDHA ASHARAMAM,KAVANGARAI
104K,3,KAVANGARAI,SCREW FACTORY
104K,4,SCREW FACTORY,SURAPEDU
104K,5,SURAPEDU,KALLIKUPPAM
104K,6,KALLIKUPPAM,PUDUR
104K,7,PUDUR,AMBATTUR O.T.
104K,8,AMBATTUR O.T.,DUNLOP
104K,9,DUNLOP,AMBATTUR I.E.
104K,10,AMBATTUR I.E.,NALAMBUR SERVICE RD
104K,11,NALAMBUR SERVICE RD,MADURAVOYAL JN
104K,12,MADURAVOYAL JN,TVS MCC MOTORS
104K,13,TVS MCC MOTORS,TOLL PLAZA
104K,14,TOLL PLAZA,PORUR JN
104K,15,PORUR JN,MANGADU RD JN
104K,16,MANGADU RD JN,KOVOOR RD JN
104K,17,KOVOOR RD JN,PAMMAL ADAYAR BRIDGE
104K,18,PAMMAL ADAYAR BRIDGE,THENDRAL NAGAR
104K,19,THENDRAL NAGAR,THIRUNEERMALAI RD JN.
104K,20,THIRUNEERMALAI RD JN.,PETROL BUNK
104K,21,PETROL BUNK,MUDICHUR RD JN.
104K,22,MUDICHUR RD JN.,PERUNGALATHUR
104K,23,PERUNGALATHUR,VANDALUR GATE
104K,24,VANDALUR GATE,VANDALUR ZOO
104K,25,VANDALUR ZOO,KILAMBAKKAM B.S.
104K,26,KILAMBAKKAM B.S.,104K
104M,1,M.M.B.T.,MALLIGAI NAGAR AVE
104M,2,MALLIGAI NAGAR AVE,THATHANKUPPAM
104M,3,THATHANKUPPAM,LUCAS TVS
104M,4,LUCAS TVS,AMBATTUR I.E.
104M,5,AMBATTUR I.E.,NOLAMBUR SERVICE RD
104M,6,NOLAMBUR SERVICE RD,MADURAVOYAL JN
104M,7,MADURAVOYAL JN,TVS MCC MOTORS
104M,8,TVS MCC MOTORS,TOLL PLAZA
104M,9,TOLL PLAZA,PORUR JN
104M,10,PORUR JN,MANGADU RD JN
104M,11,MANGADU RD JN,KOVOOR RD JN
104M,12,KOVOOR RD JN,PAMMAL ADAYAR BRIDGE
104M,13,PAMMAL ADAYAR BRIDGE,THENDRAL NAGAR
104M,14,THENDRAL NAGAR,THIRUNEERMALAI RD.JN.
104M,15,THIRUNEERMALAI RD.JN.,PETROL BUNK
104M,16,PETROL BUNK,MUDICHUR RD.JN.
104M,17,MUDICHUR RD.JN.,IRUMBULIYUR
104M,18,IRUMBULIYUR,PERUNGALATHUR
104M,19,PERUNGALATHUR,VANDALUR GATE
104M,20,VANDALUR GATE,VANDALUR ZOO
104M,21,VANDALUR ZOO,KILAMBAKKAM B.S.
104M,22,KILAMBAKKAM B.S.,104M
104P,1,PERAMBUR,VENUS
104P,2,VENUS,SRP COLONY
104P,3,SRP COLONY,KOLATHUR NEHRU NAGAR RD.JN.
104P,4,KOLATHUR NEHRU NAGAR RD.JN.,MALLIGAI NAGAR AVE
104P,5,MALLIGAI NAGAR AVE,THATHANKUPPAM
104P,6,THATHANKUPPAM,LUCAS TVS
104P,7,LUCAS TVS,AMBATTUR I.E.
104P,8,AMBATTUR I.E.,NOLAMBUR SERVICE RD
104P,9,NOLAMBUR SERVICE RD,MADURAVOYAL JN
104P,10,MADURAVOYAL JN,TVS MCC MOTORS
104P,11,TVS MCC MOTORS,TOLL PLAZA
104P,12,TOLL PLAZA,PORUR JN
104P,13,PORUR JN,MANGADU RD JN
104P,14,MANGADU RD JN,KOVOOR RD JN
104P,15,KOVOOR RD JN,PAMMAL ADAYAR BRIDGE
104P,16,PAMMAL ADAYAR BRIDGE,THENDRAL NAGAR
104P,17,THENDRAL NAGAR,THIRUNEERMALAI RD.JN.
104P,18,THIRUNEERMALAI RD.JN.,PETROL BUNK
104P,19,PETROL BUNK,MUDICHUR RD.JN.
104P,20,MUDICHUR RD.JN.,PERUNGALATHUR
104P,21,PERUNGALATHUR,VANDALUR GATE
104P,22,VANDALUR GATE,VANDALUR ZOO
104P,23,VANDALUR ZOO,KILAMBAKKAM B.S.
104P,24,KILAMBAKKAM B.S.,104P
104T,1,THIRU.VI.KA.NAGAR,SRP COLONY
104T,2,SRP COLONY,KOLATHUR NEHRU NAGAR RD.JN.
104T,3,KOLATHUR NEHRU NAGAR RD.JN.,MALLIGAI NAGAR AVE
104T,4,MALLIGAI NAGAR AVE,THATHANKUPPAM
104T,5,THATHANKUPPAM,LUCAS TVS
104T,6,LUCAS TVS,AMBATTUR I.E.
104T,7,AMBATTUR I.E.,NOLAMBUR SERVICE RD
104T,8,NOLAMBUR SERVICE RD,MADURAVOYAL JN
104T,9,MADURAVOYAL JN,TVS MCC MOTORS
104T,10,TVS MCC MOTORS,TOLL PLAZA
104T,11,TOLL PLAZA,PORUR JN
104T,12,PORUR JN,MANGADU RD JN
104T,13,MANGADU RD JN,KOVOOR RD JN
104T,14,KOVOOR RD JN,PAMMAL ADAYAR BRIDGE
104T,15,PAMMAL ADAYAR BRIDGE,THENDRAL NAGAR
104T,16,THENDRAL NAGAR,THIRUNEERMALAI RD.JN.
104T,17,THIRUNEERMALAI RD.JN.,PETROL BUNK
104T,18,PETROL BUNK,MUDICHUR RD.JN.
104T,19,MUDICHUR RD.JN.,PERUNGALATHUR
104T,20,PERUNGALATHUR,VANDALUR GATE
104T,21,VANDALUR GATE,VANDALUR ZOO
104T,22,VANDALUR ZOO,KILAMBAKKAM B.S.
104T,23,KILAMBAKKAM B.S.,104T
105,1,TAMBARAM WEST,TAMBARAM EAST
105,2,TAMBARAM EAST,CONVENT
105,3,CONVENT,MAHALAKSHMI NAGAR
105,4,MAHALAKSHMI NAGAR,S.I.V.E.T
105,5,S.I.V.E.T,MEDAVAKKAM RD.JN.
105,6,MEDAVAKKAM RD.JN.,CHITHALAPAKKAM
105,7,CHITHALAPAKKAM,ARASANKAZHANI
105,8,ARASANKAZHANI,OTTIAMBAKKAM
105,9,OTTIAMBAKKAM,THAZHAMBUR ROAD JN
105,10,THAZHAMBUR ROAD JN,THAZHAMBUR PANCHAYAT OFFICE
105,11,THAZHAMBUR PANCHAYAT OFFICE,NAVALUR
105,12,NAVALUR,SIPCOT
105,13,SIPCOT,SIRUSERI I.T.PARK
105,14,SIRUSERI I.T.PARK,105
105A,1,TAMBARAM WEST,TAMBARAM EAST
105A,2,TAMBARAM EAST,CONVENT
105A,3,CONVENT,CAMP ROAD
105A,4,CAMP ROAD,BALAJI NAGAR (BHARATH ENG COL)
105A,5,BALAJI NAGAR (BHARATH ENG COL),MADAMBAKKAM KOIL
105A,6,MADAMBAKKAM KOIL,NOOTHANCHERI
105A,7,NOOTHANCHERI,JN.OF MAMBAKKAM & O.BAKKAM RD.
105A,8,JN.OF MAMBAKKAM & O.BAKKAM RD.,CHITHALAPAKKAM
105A,9,CHITHALAPAKKAM,ARASANKAZHANI
105A,10,ARASANKAZHANI,OTTIAMBAKKAM
105A,11,OTTIAMBAKKAM,KARANAI
105A,12,KARANAI,THALAMBUR
105A,13,THALAMBUR,NAVALUR
105A,14,NAVALUR,SIPCOT
105A,15,SIPCOT,SIRUSERI I.T.PARK
105A,16,SIRUSERI I.T.PARK,105A
109,1,BROADWAY,SECRETARIAT
