route_id,stop_id,stop_name,next_stop
170K,7,THIRUMANGALAM,KOYAMBEDU SCHOOL
170K,8,KOYAMBEDU SCHOOL,M.M.D.A.COLONY RD.JN.
170K,9,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE
170K,10,JN OF III AND 1ST AVE,JAFFARKHAN PET
170K,11,JAFFARKHAN PET,CIPET
170K,12,CIPET,GUINDY TVK ESTATE
170K,13,GUINDY TVK ESTATE,170K
17D,1,BROADWAY,M.G.R.CENTRAL
17D,2,M.G.R.CENTRAL,EGMORE
17D,3,EGMORE,MATERNITY HOSPITAL
17D,4,MATERNITY HOSPITAL,D.P.I
17D,5,D.P.I,STERLING RD./METROLOG. DEPT.
17D,6,STERLING RD./METROLOG. DEPT.,VETERINARY HOSPITAL
17D,7,VETERINARY HOSPITAL,TRUSTPURAM
17D,8,TRUSTPURAM,PUDUR HIGH SCHOOL
17D,9,PUDUR HIGH SCHOOL,Jn.OF P.T.R Rd/KAMARAJ Rd
17D,10,Jn.OF P.T.R Rd/KAMARAJ Rd,MUTHUMARIAMMAN KOIL
17D,11,MUTHUMARIAMMAN KOIL,K.K.NAGAR
17D,12,K.K.NAGAR,17D
17E,1,BROADWAY,M.G.R.CENTRAL
17E,2,M.G.R.CENTRAL,PERIYAR BRIDGE
17E,3,PERIYAR BRIDGE,EGMORE
17E,4,EGMORE,MATERNITY HOSPITAL
17E,5,MATERNITY HOSPITAL,D.P.I
17E,6,D.P.I,UTHAMAR GANDHISALAI (CORP.OFF)
17E,7,UTHAMAR GANDHISALAI (CORP.OFF),VETERINARY HOSPITAL
17E,8,VETERINARY HOSPITAL,TRUSTPURAM
17E,9,TRUSTPURAM,VADAPALANI
17E,10,VADAPALANI,SALIGRAMAM
17E,11,SALIGRAMAM,17E
17K,1,BROADWAY,M.G.R.CENTRAL
17K,2,M.G.R.CENTRAL,PERIYAR BRIDGE
17K,3,PERIYAR BRIDGE,EGMORE
17K,4,EGMORE,MATERNITY HOSPITAL
17K,5,MATERNITY HOSPITAL,D.P.I
17K,6,D.P.I,UTHAMAR GANDHISALAI (CORP.OFF)
17K,7,UTHAMAR GANDHISALAI (CORP.OFF),VETERINARY HOSPITAL
17K,8,VETERINARY HOSPITAL,TRUSTPURAM
17K,9,TRUSTPURAM,VADAPALANI
17K,10,VADAPALANI,DASARATHAPURAM
17K,11,DASARATHAPURAM,17K
188A,1,THIAGARAYA NAGAR,SAIDAPET
188A,2,SAIDAPET,CONCORDE
188A,3,CONCORDE,GUINDY R.S
188A,4,GUINDY R.S,BUTT ROAD
188A,5,BUTT ROAD,RAMAPURAM
188A,6,RAMAPURAM,MUGALIVAKKAM
188A,7,MUGALIVAKKAM,MUGALIVAKKAM ARASAMARAM
188A,8,MUGALIVAKKAM ARASAMARAM,MOULIVAKKAM
188A,9,MOULIVAKKAM,PERIYAPANICHERI
188A,10,PERIYAPANICHERI,THANDALAM RD JN.
188A,11,THANDALAM RD JN.,KUNDRATHUR B.S.
188A,12,KUNDRATHUR B.S.,188A
188C,1,BROADWAY,M.G.R.CENTRAL
188C,2,M.G.R.CENTRAL,P.OR & SONS
188C,3,P.OR & SONS,T.V.S
188C,4,T.V.S,D.M.S
188C,5,D.M.S,S.H.B
188C,6,S.H.B,SAIDAPET
188C,7,SAIDAPET,GUINDY R.S
188C,8,GUINDY R.S,BUTT ROAD
188C,9,BUTT ROAD,RAMAPURAM
188C,10,RAMAPURAM,MANAPAKKAM P.U.O
188C,11,MANAPAKKAM P.U.O,MANAPAKKAM P.U.O
188C,12,MANAPAKKAM P.U.O,MANAPAKKAM VILLAGE
188C,13,MANAPAKKAM VILLAGE,KOLAPAKKAM
188C,14,KOLAPAKKAM,MURUGAN KOIL / GIRUGAMBAKKAM
188C,15,MURUGAN KOIL / GIRUGAMBAKKAM,PERIYAPANICHERI
188C,16,PERIYAPANICHERI,THANDALAM RD JN.
188C,17,THANDALAM RD JN.,KUNDRATHUR B.S.
188C,18,KUNDRATHUR B.S.,188C
188ET,1,BROADWAY,M.G.R.CENTRAL
188ET,2,M.G.R.CENTRAL,P.OR & SONS
188ET,3,P.OR & SONS,T.V.S
188ET,4,T.V.S,D.M.S
188ET,5,D.M.S,S.H.B
188ET,6,S.H.B,SAIDAPET
188ET,7,SAIDAPET,CONCORDE
188ET,8,CONCORDE,GUINDY R.S
188ET,9,GUINDY R.S,BUTT ROAD
188ET,10,BUTT ROAD,VASANTHAM NAGAR
188ET,11,VASANTHAM NAGAR,MANAPAKKAM P.U.O
188ET,12,MANAPAKKAM P.U.O,MANAPAKKAM VILLAGE
188ET,13,MANAPAKKAM VILLAGE,KOLAPAKKAM
188ET,14,KOLAPAKKAM,MURUGAN KOIL / GIRUGAMBAKKAM
188ET,15,MURUGAN KOIL / GIRUGAMBAKKAM,PERIYAPANICHERI
188ET,16,PERIYAPANICHERI,THANDALAM RD JN.
188ET,17,THANDALAM RD JN.,KUNDRATHUR B.S.
188ET,18,KUNDRATHUR B.S.,188ET
188K,1,THIAGARAYA NAGAR,SAIDAPET
188K,2,SAIDAPET,CONCORDE
188K,3,CONCORDE,GUINDY R.S
188K,4,GUINDY R.S,BUTT ROAD
188K,5,BUTT ROAD,RAMAPURAM
188K,6,RAMAPURAM,MUGALIVAKKAM
188K,7,MUGALIVAKKAM,PORUR
188K,8,PORUR,MOULIVAKKAM
188K,9,MOULIVAKKAM,PERIYAPANICHERI
188K,10,PERIYAPANICHERI,MOONDRAM KATTALAI
188K,11,MOONDRAM KATTALAI,KUNDRATHUR B.S.
188K,12,KUNDRATHUR B.S.,SIRUKALATHUR
188K,13,SIRUKALATHUR,AZHAKESAN NAGAR
188K,14,AZHAKESAN NAGAR,PUDUPEIR ROAD JN
188K,15,PUDUPEIR ROAD JN,PUDUNALLUR
188K,16,PUDUNALLUR,KATRAMBAKKAM
188K,17,KATRAMBAKKAM,188K
18A,1,BROADWAY,M.G.R.CENTRAL
18A,2,M.G.R.CENTRAL,P.OR & SONS
18A,3,P.OR & SONS,T.V.S
18A,4,T.V.S,D.M.S
18A,5,D.M.S,S.H.B
18A,6,S.H.B,SAIDAPET
18A,7,SAIDAPET,CONCORDE
18A,8,CONCORDE,GUINDY R.S
18A,9,GUINDY R.S,ST THOMAS MOUNT PO
18A,10,ST THOMAS MOUNT PO,MEENAMABAKKAM OLD AIRPORT
18A,11,MEENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRPORT
18A,12,THIRUSOOLAM NATIONAL AIRPORT,PALLAVARAM
18A,13,PALLAVARAM,CHROMEPET
18A,14,CHROMEPET,T.B.SANATORIUM
18A,15,T.B.SANATORIUM,TAMBARAM
18A,16,TAMBARAM,18A
18ACT,1,GUINDY TVK ESTATE,ST THOMAS MOUNT PO
18ACT,2,ST THOMAS MOUNT PO,MEENAMABAKKAM OLD AIRPORT
18ACT,3,MEENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRPORT
18ACT,4,THIRUSOOLAM NATIONAL AIRPORT,PALLAVARAM
18ACT,5,PALLAVARAM,CHROMEPET
18ACT,6,CHROMEPET,T.B.SANATORIUM
18ACT,7,T.B.SANATORIUM,TAMBARAM
18ACT,8,TAMBARAM,IRUMBULIYUR
18ACT,9,IRUMBULIYUR,PERUNGALATHUR
18ACT,10,PERUNGALATHUR,VANDALUR GATE
18ACT,11,VANDALUR GATE,VANDALUR ZOO
18ACT,12,VANDALUR ZOO,KILAMBAKKAM B.S.
18ACT,13,KILAMBAKKAM B.S.,18ACT
18AET,1,BROADWAY,M.G.R.CENTRAL
18AET,2,M.G.R.CENTRAL,P.OR & SONS
18AET,3,P.OR & SONS,T.V.S
18AET,4,T.V.S,D.M.S
18AET,5,D.M.S,S.H.B
18AET,6,S.H.B,SAIDAPET
18AET,7,SAIDAPET,CONCORDE
18AET,8,CONCORDE,GUINDY R.S
18AET,9,GUINDY R.S,ST THOMAS MOUNT PO
18AET,10,ST THOMAS MOUNT PO,MEENAMABAKKAM OLD AIRPORT
18AET,11,MEENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRPORT
18AET,12,THIRUSOOLAM NATIONAL AIRPORT,PALLAVARAM
18AET,13,PALLAVARAM,CHROMEPET
18AET,14,CHROMEPET,T.B.SANATORIUM
18AET,15,T.B.SANATORIUM,TAMBARAM
18AET,16,TAMBARAM,IRUMBULIYUR
18AET,17,IRUMBULIYUR,PERUNGALATHUR
18AET,18,PERUNGALATHUR,VANDALUR GATE
18AET,19,VANDALUR GATE,VANDALUR ZOO
18AET,20,VANDALUR ZOO,KILAMBAKKAM B.S.
18AET,21,KILAMBAKKAM B.S.,18AET
18B,1,BROADWAY,M.G.R.CENTRAL
18B,2,M.G.R.CENTRAL,P.OR & SONS
18B,3,P.OR & SONS,T.V.S
18B,4,T.V.S,D.M.S
18B,5,D.M.S,S.H.B
18B,6,S.H.B,SAIDAPET
18B,7,SAIDAPET,CONCORDE
18B,8,CONCORDE,ENG.COLLEGE
18B,9,ENG.COLLEGE,KOTTURPURAM
18B,10,KOTTURPURAM,18B
18D,1,BROADWAY,M.G.R.CENTRAL
18D,2,M.G.R.CENTRAL,P.OR & SONS
18D,3,P.OR & SONS,T.V.S
18D,4,T.V.S,D.M.S
18D,5,D.M.S,S.H.B
18D,6,S.H.B,SAIDAPET
18D,7,SAIDAPET,CONCORDE
18D,8,CONCORDE,GUINDY RACE COURSE OFFICE
18D,9,GUINDY RACE COURSE OFFICE,SECRETARIAT COLONY
18D,10,SECRETARIAT COLONY,ST THOMAS MOUNT PO
18D,11,ST THOMAS MOUNT PO,VANUVAMBEDU
18D,12,VANUVAMBEDU,PUZHITHIVAKKAM MRTS
18D,13,PUZHITHIVAKKAM MRTS,KAIVELI
18D,14,KAIVELI,MADIPAKKAM RD. JN./POONIAMMAN
18D,15,MADIPAKKAM RD. JN./POONIAMMAN,KILKATTALAI
18D,16,KILKATTALAI,18D
18E,1,BROADWAY,M.G.R.CENTRAL
18E,2,M.G.R.CENTRAL,P.OR & SONS
18E,3,P.OR & SONS,T.V.S
18E,4,T.V.S,D.M.S
18E,5,D.M.S,S.H.B
18E,6,S.H.B,SAIDAPET
18E,7,SAIDAPET,CONCORDE
18E,8,CONCORDE,GUINDY R.S
18E,9,GUINDY R.S,BUTT ROAD
18E,10,BUTT ROAD,RAMAPURAM
18E,11,RAMAPURAM,ANGALAMMAN KOIL
18E,12,ANGALAMMAN KOIL,RAMAPURAM
18E,13,RAMAPURAM,18E
18G,1,BROADWAY,M.G.R.CENTRAL
18G,2,M.G.R.CENTRAL,EGMORE
18G,3,EGMORE,MATERNITY HOSPITAL
18G,4,MATERNITY HOSPITAL,D.P.I
18G,5,D.P.I,STERLING RD./METROLOG. DEPT.
18G,6,STERLING RD./METROLOG. DEPT.,VIDYODAYA
18G,7,VIDYODAYA,PONDY BAZAAR
18G,8,PONDY BAZAAR,THIAGARAYA NAGAR
18G,9,THIAGARAYA NAGAR,SAIDAPET
18G,10,SAIDAPET,CONCORDE
18G,11,CONCORDE,GUINDY R.S
18G,12,GUINDY R.S,ST THOMAS MOUNT PO
18G,13,ST THOMAS MOUNT PO,MEENAMABAKKAM OLD AIRPORT
18G,14,MEENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRPORT
18G,15,THIRUSOOLAM NATIONAL AIRPORT,PALLAVARAM
18G,16,PALLAVARAM,CHROMEPET
18G,17,CHROMEPET,T.B.SANATORIUM
18G,18,T.B.SANATORIUM,TAMBARAM
18G,19,TAMBARAM,18G
18H,1,TAMBARAM,KANNADAPALAYAM
18H,2,KANNADAPALAYAM,PAZHANTHANDALAM ROAD JN.
18H,3,PAZHANTHANDALAM ROAD JN.,ETTAYAPURAM
18H,4,ETTAYAPURAM,SOMANGALAM RD JN/N.V.R.D.JN.
18H,5,SOMANGALAM RD JN/N.V.R.D.JN.,NADUVEERAPATTU
18H,6,NADUVEERAPATTU,18H
18K,1,BROADWAY,M.G.R.CENTRAL
18K,2,M.G.R.CENTRAL,P.OR & SONS
18K,3,P.OR & SONS,T.V.S
18K,4,T.V.S,D.M.S
18K,5,D.M.S,S.H.B
18K,6,S.H.B,SRINIVASA THEATER
18K,7,SRINIVASA THEATER,SAIDAPET WEST
18K,8,SAIDAPET WEST,18K
18N,1,BROADWAY,M.G.R.CENTRAL
18N,2,M.G.R.CENTRAL,P.OR & SONS
18N,3,P.OR & SONS,T.V.S
18N,4,T.V.S,D.M.S
18N,5,D.M.S,S.H.B
18N,6,S.H.B,SAIDAPET
18N,7,SAIDAPET,CONCORDE
18N,8,CONCORDE,GUINDY R.S
18N,9,GUINDY R.S,ST THOMAS MOUNT PO
18N,10,ST THOMAS MOUNT PO,PAZAVANTHANGAL ROAD JN.
18N,11,PAZAVANTHANGAL ROAD JN.,CHIDAMBARAM STORES
18N,12,CHIDAMBARAM STORES,NANGANALLUR
18N,13,NANGANALLUR,MADIPAKKAM RD. JN.
18N,14,MADIPAKKAM RD. JN.,KILKATTALAI
18N,15,KILKATTALAI,18N
18P,1,BROADWAY,M.G.R.CENTRAL
18P,2,M.G.R.CENTRAL,P.OR & SONS
18P,3,P.OR & SONS,T.V.S
18P,4,T.V.S,D.M.S
18P,5,D.M.S,S.H.B
18P,6,S.H.B,SAIDAPET
18P,7,SAIDAPET,CONCORDE
18P,8,CONCORDE,GUINDY RACE COURSE OFFICE
18P,9,GUINDY RACE COURSE OFFICE,SECRETARIAT COLONY
18P,10,SECRETARIAT COLONY,ADAMBAKKAM P.S
18P,11,ADAMBAKKAM P.S,BRINDAVAN COLONY
18P,12,BRINDAVAN COLONY,PUZHITHIVAKKAM RD JN.
18P,13,PUZHITHIVAKKAM RD JN.,VANUVAMBEDU
18P,14,VANUVAMBEDU,PUZHITHIVAKKAM MRTS
18P,15,PUZHITHIVAKKAM MRTS,KAIVELI
18P,16,KAIVELI,MADIPAKKAM RD. JN./POONIAMMAN
18P,17,MADIPAKKAM RD. JN./POONIAMMAN,KILKATTALAI
18P,18,KILKATTALAI,18P
18R,1,BROADWAY,M.G.R.CENTRAL
18R,2,M.G.R.CENTRAL,P.OR & SONS
18R,3,P.OR & SONS,T.V.S
18R,4,T.V.S,D.M.S
18R,5,D.M.S,S.H.B
18R,6,S.H.B,SAIDAPET
18R,7,SAIDAPET,CONCORDE
18R,8,CONCORDE,GUINDY R.S
18R,9,GUINDY R.S,ST THOMAS MOUNT PO
18R,10,ST THOMAS MOUNT PO,PAZAVANTHANGAL ROAD JN.
18R,11,PAZAVANTHANGAL ROAD JN.,CHIDAMBARAM STORES
18R,12,CHIDAMBARAM STORES,NANGANALLUR
18R,13,NANGANALLUR,18R
18X,1,BROADWAY,M.G.R.CENTRAL
18X,2,M.G.R.CENTRAL,P.OR & SONS
18X,3,P.OR & SONS,T.V.S
18X,4,T.V.S,D.M.S
18X,5,D.M.S,S.H.B
18X,6,S.H.B,SAIDAPET
18X,7,SAIDAPET,CONCORDE
18X,8,CONCORDE,GUINDY R.S
18X,9,GUINDY R.S,ST THOMAS MOUNT PO
18X,10,ST THOMAS MOUNT PO,MEENAMABAKKAM OLD AIRPORT
18X,11,MEENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRPORT
18X,12,THIRUSOOLAM NATIONAL AIRPORT,PALLAVARAM
18X,13,PALLAVARAM,CHROMEPET
18X,14,CHROMEPET,T.B.SANATORIUM
18X,15,T.B.SANATORIUM,TAMBARAM
18X,16,TAMBARAM,IRUMBULIYUR
18X,17,IRUMBULIYUR,PERUNGALATHUR
18X,18,PERUNGALATHUR,SADANANDAPURAM
18X,19,SADANANDAPURAM,ALAPAKKAM
18X,20,ALAPAKKAM,NERKUNDRAM
18X,21,NERKUNDRAM,KOLAPAKKAM
18X,22,KOLAPAKKAM,MANDAVELI (OONAMANCHERI)
18X,23,MANDAVELI (OONAMANCHERI),OONAMANCHERI
18X,24,OONAMANCHERI,18X
19,1,THIAGARAYA NAGAR,SAIDAPET
19,2,SAIDAPET,ENG.COLLEGE
19,3,ENG.COLLEGE,WOMEN'S POLYTECHNIC
19,4,WOMEN'S POLYTECHNIC,SRP TOOLS
19,5,SRP TOOLS,KANDANCHAVADI
19,6,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
19,7,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI
19,8,MOOTAKARAN CHAVADI,KARAPAKKAM
19,9,KARAPAKKAM,SHOZHANGANALLUR P.U.OFFICE
19,10,SHOZHANGANALLUR P.U.OFFICE,KUMARAN NAGAR
19,11,KUMARAN NAGAR,SEMMANCHERI
19,12,SEMMANCHERI,NAVALUR
19,13,NAVALUR,CHURCH
19,14,CHURCH,PALAVASTHIC CHEMICALS
19,15,PALAVASTHIC CHEMICALS,HINDUSTAN ENG. COLLEGE
19,16,HINDUSTAN ENG. COLLEGE,KELAMBAKKAM
19,17,KELAMBAKKAM,CHENGAMMAL RD. JN.
19,18,CHENGAMMAL RD. JN.,KOMAN NAGAR RD JN.
19,19,KOMAN NAGAR RD JN.,KALAVAKKAM TEA STALL
19,20,KALAVAKKAM TEA STALL,THIRUPORUR
19,21,THIRUPORUR,19
19A,1,THIAGARAYA NAGAR,SAIDAPET
19A,2,SAIDAPET,ENG.COLLEGE
19A,3,ENG.COLLEGE,WOMEN'S POLYTECHNIC
19A,4,WOMEN'S POLYTECHNIC,SRP TOOLS
19A,5,SRP TOOLS,KANDANCHAVADI
19A,6,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
19A,7,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI
19A,8,MOOTAKARAN CHAVADI,KARAPAKKAM
19A,9,KARAPAKKAM,SHOZHANGANALLUR P.U.OFFICE
19A,10,SHOZHANGANALLUR P.U.OFFICE,KUMARAN NAGAR
19A,11,KUMARAN NAGAR,NUCLEUS COMPANY
19A,12,NUCLEUS COMPANY,SEMMANCHERI S.C.B.
19A,13,SEMMANCHERI S.C.B.,19A
19B,1,SAIDAPET,CONCORDE
19B,2,CONCORDE,ENG.COLLEGE
19B,3,ENG.COLLEGE,WOMEN'S POLYTECHNIC
19B,4,WOMEN'S POLYTECHNIC,SRP TOOLS
19B,5,SRP TOOLS,KANDANCHAVADI
19B,6,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
19B,7,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI
19B,8,MOOTAKARAN CHAVADI,KARAPAKKAM
19B,9,KARAPAKKAM,SHOZHANGANALLUR P.U.OFFICE
19B,10,SHOZHANGANALLUR P.U.OFFICE,KUMARAN NAGAR
19B,11,KUMARAN NAGAR,SEMMANCHERI
19B,12,SEMMANCHERI,NAVALUR
19B,13,NAVALUR,CHURCH
19B,14,CHURCH,PALAVASTHIC CHEMICALS
19B,15,PALAVASTHIC CHEMICALS,HINDUSTAN ENG. COLLEGE
19B,16,HINDUSTAN ENG. COLLEGE,KELAMBAKKAM
19B,17,KELAMBAKKAM,19B
19BET,1,THIAGARAYA NAGAR,SAIDAPET
19BET,2,SAIDAPET,CONCORDE
19BET,3,CONCORDE,ENG.COLLEGE
19BET,4,ENG.COLLEGE,WOMEN'S POLYTECHNIC
19BET,5,WOMEN'S POLYTECHNIC,SRP TOOLS
19BET,6,SRP TOOLS,KANDANCHAVADI
19BET,7,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
19BET,8,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI
19BET,9,MOOTAKARAN CHAVADI,KARAPAKKAM
19BET,10,KARAPAKKAM,SHOZHANGANALLUR P.U.OFFICE
19BET,11,SHOZHANGANALLUR P.U.OFFICE,KUMARAN NAGAR
19BET,12,KUMARAN NAGAR,SEMMANCHERI
19BET,13,SEMMANCHERI,NAVALUR
19BET,14,NAVALUR,NAVALUR CHURCH
19BET,15,NAVALUR CHURCH,PALAVASTHIC CHEMICALS
19BET,16,PALAVASTHIC CHEMICALS,HINDUSTAN ENG. COLLEGE
19BET,17,HINDUSTAN ENG. COLLEGE,KELAMBAKKAM
19BET,18,KELAMBAKKAM,PATTINATHAMMAN KOVIL
19BET,19,PATTINATHAMMAN KOVIL,KUPPAMMA NAGAR
19BET,20,KUPPAMMA NAGAR,BALAMMA NAGAR
19BET,21,BALAMMA NAGAR,THAIYUR KOMAN NAGAR
19BET,22,THAIYUR KOMAN NAGAR,19BET
19C,1,THIAGARAYA NAGAR,SAIDAPET
19C,2,SAIDAPET,ENG.COLLEGE
19C,3,ENG.COLLEGE,WOMEN'S POLYTECHNIC
19C,4,WOMEN'S POLYTECHNIC,SRP TOOLS
19C,5,SRP TOOLS,KANDANCHAVADI
19C,6,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
19C,7,THORAPPAKKAM TEA SHOP,OKK.THORAIPAKM SEC.COLONY
19C,8,OKK.THORAIPAKM SEC.COLONY,19C
19D,1,ADYAR B.S.,ADYAR DEPOT
19D,2,ADYAR DEPOT,SRP TOOLS
19D,3,SRP TOOLS,KANDANCHAVADI
19D,4,KANDANCHAVADI,THORAPPAKKAM TEA SHOP
19D,5,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI
19D,6,MOOTAKARAN CHAVADI,KARAPAKKAM
19D,7,KARAPAKKAM,SHOZHANGANALLUR P.U.OFFICE
19D,8,SHOZHANGANALLUR P.U.OFFICE,KUMARAN NAGAR
19D,9,KUMARAN NAGAR,NUCLEUS COMPANY
19D,10,NUCLEUS COMPANY,SEMMANCHERI S.C.B.
19D,11,SEMMANCHERI S.C.B.,19D
19GCT,1,SAIDAPET WEST,SRINIVASA THEATER
19GCT,2,SRINIVASA THEATER,SAIDAPET
19GCT,3,SAIDAPET,ENG.COLLEGE
19GCT,4,ENG.COLLEGE,ADYAR B.S.
19GCT,5,ADYAR B.S.,ADYAR DEPOT
19GCT,6,ADYAR DEPOT,THIRUVANMIYUR
19GCT,7,THIRUVANMIYUR,KOTTIVAKKAM
19GCT,8,KOTTIVAKKAM,PALAVAKKAM
19GCT,9,PALAVAKKAM,NEELANKARAI
19GCT,10,NEELANKARAI,VETTUVANKENI
19GCT,11,VETTUVANKENI,CHOLA MANDAL
19GCT,12,CHOLA MANDAL,V.G.P.
19GCT,13,V.G.P.,PANAIYUR
19GCT,14,PANAIYUR,UTHANDI VILLAGE
19GCT,15,UTHANDI VILLAGE,KANATHUR
19GCT,16,KANATHUR,NATURE CARE HOSPITAL
19GCT,17,NATURE CARE HOSPITAL,MUTTUKKADU
19GCT,18,MUTTUKKADU,MUTTUKKADU BOAT YARD
19GCT,19,MUTTUKKADU BOAT YARD,KOVALAM
19GCT,20,KOVALAM,19GCT
19T,1,THIAGARAYA NAGAR,SAIDAPET
19T,2,SAIDAPET,ENG.COLLEGE
19T,3,ENG.COLLEGE,ADYAR B.S.
19T,4,ADYAR B.S.,ADYAR DEPOT
19T,5,ADYAR DEPOT,THIRUVANMIYUR
19T,6,THIRUVANMIYUR,KOTTIVAKKAM
19T,7,KOTTIVAKKAM,PALAVAKKAM
19T,8,PALAVAKKAM,NEELANKARAI
19T,9,NEELANKARAI,VETTUVANKENI
19T,10,VETTUVANKENI,CHOLA MANDAL
19T,11,CHOLA MANDAL,V.G.P.
19T,12,V.G.P.,PANAIYUR
19T,13,PANAIYUR,UTHANDI VILLAGE
19T,14,UTHANDI VILLAGE,KANATHUR
19T,15,KANATHUR,NATURE CARE HOSPITAL
19T,16,NATURE CARE HOSPITAL,MUTTUKKADU
19T,17,MUTTUKKADU,MUTTUKKADU BOAT YARD
19T,18,MUTTUKKADU BOAT YARD,KOVALAM
19T,19,KOVALAM,19T
1B,1,THIRUVOTRIYUR,THIRUVOTRIYUR TEMPLE
1B,2,THIRUVOTRIYUR TEMPLE,THANGAL
1B,3,THANGAL,ANNA NAGAR
1B,4,ANNA NAGAR,ROYAPURAM P.S
1B,5,ROYAPURAM P.S,CLIVE BATTERY
1B,6,CLIVE BATTERY,PARRYS
1B,7,PARRYS,M.G.R.CENTRAL
1B,8,M.G.R.CENTRAL,P.OR & SONS
1B,9,P.OR & SONS,T.V.S
1B,10,T.V.S,D.M.S
1B,11,D.M.S,S.H.B
1B,12,S.H.B,SAIDAPET
1B,13,SAIDAPET,CONCORDE
1B,14,CONCORDE,GUINDY R.S
1B,15,GUINDY R.S,ST THOMAS MOUNT PO
1B,16,ST THOMAS MOUNT PO,MEENAMABAKKAM OLD AIRPORT
1B,17,MEENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRPORT
1B,18,THIRUSOOLAM NATIONAL AIRPORT,PALLAVARAM
1B,19,PALLAVARAM,CHROMEPET
1B,20,CHROMEPET,T.B.SANATORIUM
1B,21,T.B.SANATORIUM,TAMBARAM
1B,22,TAMBARAM,1B
1C,1,ENNORE,ASHOK LEYLAND
1C,2,ASHOK LEYLAND,ERNAVOOR GATE
1C,3,ERNAVOOR GATE,THIRUVOTRIYUR
1C,4,THIRUVOTRIYUR,THIRUVOTRIYUR TEMPLE
1C,5,THIRUVOTRIYUR TEMPLE,THANGAL
1C,6,THANGAL,ANNA NAGAR
1C,7,ANNA NAGAR,ROYAPURAM P.S
1C,8,ROYAPURAM P.S,CLIVE BATTERY
1C,9,CLIVE BATTERY,PARRYS
1C,10,PARRYS,M.G.R.CENTRAL
1C,11,M.G.R.CENTRAL,P.OR & SONS
1C,12,P.OR & SONS,WESLEY H.S
1C,13,WESLEY H.S,Y.M.I.A
1C,14,Y.M.I.A,MANDAVELI
1C,15,MANDAVELI,A.M.S.HOSPITAL
1C,16,A.M.S.HOSPITAL,ADYAR O.T.
1C,17,ADYAR O.T.,ADYAR DEPOT
1C,18,ADYAR DEPOT,THIRUVANMIYUR
1C,19,THIRUVANMIYUR,1C
1D,1,ENNORE,THAZHANKUPPAM
1D,2,THAZHANKUPPAM,KOTHARI
1D,3,KOTHARI,ASHOK LEYLAND MARK.DIV.
1D,4,ASHOK LEYLAND MARK.DIV.,I.C.I.
1D,5,I.C.I.,CORBORUNDUM UNIVERSAL
1D,6,CORBORUNDUM UNIVERSAL,BUILDERS INDUSTRY
1D,7,BUILDERS INDUSTRY,BURMAH SHELL PETROL BUNK
1D,8,BURMAH SHELL PETROL BUNK,ANNA NAGAR
1D,9,ANNA NAGAR,ROYAPURAM P.S
1D,10,ROYAPURAM P.S,CLIVE BATTERY
1D,11,CLIVE BATTERY,PARRYS
1D,12,PARRYS,M.G.R.CENTRAL
1D,13,M.G.R.CENTRAL,P.OR & SONS
1D,14,P.OR & SONS,WESLEY H.S
1D,15,WESLEY H.S,Y.M.I.A
1D,16,Y.M.I.A,MANDAVELI
1D,17,MANDAVELI,A.M.S.HOSPITAL
1D,18,A.M.S.HOSPITAL,ADYAR O.T.
1D,19,ADYAR O.T.,ADYAR DEPOT
1D,20,ADYAR DEPOT,THIRUVANMIYUR
1D,21,THIRUVANMIYUR,1D
20,1,BROADWAY,M.G.R.CENTRAL
20,2,M.G.R.CENTRAL,DHARMAPRAKASH/PETROL BUNK
20,3,DHARMAPRAKASH/PETROL BUNK,KELLEYS
20,4,KELLEYS,SAYANI/AYNAVARAM
20,5,SAYANI/AYNAVARAM,KAMABAR ARANGAM
20,6,KAMABAR ARANGAM,VILLIVAKKAM
20,7,VILLIVAKKAM,20
202,1,TAMBARAM,TAMBARAM TOWN LIMIT
202,2,TAMBARAM TOWN LIMIT,OLD PERUNGALATHUR
202,3,OLD PERUNGALATHUR,MUDICHUR
202,4,MUDICHUR,ERUMAIYUR-II
202,5,ERUMAIYUR-II,TRAFFIC AID POST
202,6,TRAFFIC AID POST,THIRUMUDIVAKKAM SIDCO-I
202,7,THIRUMUDIVAKKAM SIDCO-I,CHEMBARAMBAKKAM
